RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,COM_TWO_TY,COM_THREE_TY,COM_FOUR_TY,COM_FIVE_TY,COM_SIX_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
53354316,20251208,충청남도,아산시,20251116,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,모름
53354351,20251208,전라남도,나주시,20250906,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53354365,20251208,전라남도,담양군,20251122,3박 4일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,30대,기혼,신혼기(자녀 없음),자영업,700만원 이상
53354608,20251208,경상북도,경주시/포항시,20251125,6박 7일 이상,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,모름
53354667,20251208,경상남도,밀양시,20251129,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,기능/숙련/일반작업직,300만원 미만
53354979,20251208,부산시,모름,20250906,1박 2일,2명,연인,,,,,,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,700만원 이상
53355036,20251208,제주도,서귀포시(시내동),20251111,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53355087,20251208,부산시,모름,20250926,2박 3일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,사무/기술직,500~700만원 미만
53355531,20251208,부산시,모름,20251121,4박 5일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기타,자녀 성장(막내 중고생),사무/기술직,모름
53355632,20251208,전라남도,순천시,20251003,3박 4일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,300~500만원 미만
53355926,20251208,경상남도,밀양시,20251128,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300만원 미만
53356157,20251208,경상북도,영천시,20251003,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53356364,20251208,경상북도,경주시,20251108,1박 2일,2명,연인,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,미혼,미혼,사무/기술직,300만원 미만
53356418,20251208,서울시,모름,20250927,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,휴식,F,20대,미혼,미혼,사무/기술직,모름
53356448,20251208,강원도,속초시,20250906,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,모름
53356520,20251208,경상남도,남해군/사천시/진주시,20251119,1박 2일,4명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기타,자녀 성인(막내 대학),자영업,모름
53356566,20251208,경기도,포천시,20250913,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53356915,20251208,경상남도,밀양시,20251121,1박 2일,2명,친구,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53356973,20251208,충청남도,공주시/보령시,20251003,2박 3일,4명,친구,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,모름
53357082,20251208,제주도,구체적인 지역 모름,20251007,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,기타/무직,모름
53357204,20251208,충청남도,태안군,20250907,2박 3일,2명,부모/형제/자녀 등 가족,,,,,,기타,F,40대,기타,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,700만원 이상
53357454,20251208,전라남도,순천시,20250911,3박 4일,혼자서,혼자서,,,,,,축제-행사 참여,F,40대,미혼,미혼,사무/기술직,300~500만원 미만
53357501,20251208,서울시,모름,20250906,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,30대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
53357579,20251208,경상북도,경주시,20251101,2박 3일,2명,연인,,,,,,휴식,F,40대,미혼,미혼,기타/무직,300~500만원 미만
53357914,20251208,인천시,모름,20251017,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,기타,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53358279,20251208,제주도,서귀포시(시내동),20250919,2박 3일,2명,친구,,,,,,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,300~500만원 미만
53359026,20251208,서울시,모름,20251121,2박 3일,혼자서,혼자서,,,,,,쇼핑,F,30대,미혼,미혼,경영/관리/전문직,300만원 미만
53359032,20251208,충청북도,괴산군/제천시/충주시(구 청원군 포함),20251024,2박 3일,5명 이상,배우자,친구,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53359594,20251208,충청남도,천안시,20251025,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,60대 이상,기타,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53359777,20251208,대구시,모름,20251109,3박 4일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53359852,20251208,대구시,모름,20251101,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,기타/무직,모름
53360138,20251208,경기도,용인시,20250923,2박 3일,2명,배우자,,,,,,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53360524,20251208,경기도,수원시,20251129,1박 2일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53360601,20251208,충청남도,보령시,20250906,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만
53360872,20251208,전라남도,여수시,20250910,6박 7일 이상,2명,연인,,,,,,휴식,F,30대,미혼,미혼,기타/무직,모름
53361065,20251208,부산시,모름,20251129,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53361129,20251208,충청북도,제천시,20251013,2박 3일,혼자서,,,,,,,휴식,F,30대,미혼,미혼,사무/기술직,모름
53361578,20251208,대구시,모름,20251115,1박 2일,4명,친구,,,,,,도시 경관 감상 (건축물/ 거리 등),F,30대,미혼,미혼,사무/기술직,모름
53361684,20251208,제주도,구좌읍/제주시(시내동)/조천읍/표선면,20251107,2박 3일,2명,연인,,,,,,휴식,F,40대,기타,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53362039,20251208,강원도,속초시,20251105,1박 2일,혼자서,혼자서,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,미혼,미혼,기타/무직,모름
53362114,20251208,충청남도,예산군,20251115,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름
53362196,20251208,경상북도,경주시,20251120,1박 2일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53362779,20251208,경상남도,창원시,20251108,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53363007,20251208,전라남도,목포시,20251101,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,모름
53363075,20251208,강원도,속초시,20251122,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300~500만원 미만
53363092,20251208,강원도,홍천군,20251205,2박 3일,5명 이상,직장동료,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,50대,미혼,미혼,사무/기술직,500~700만원 미만
53363269,20251208,강원도,평창군,20251101,6박 7일 이상,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,50대,미혼,미혼,자영업,300만원 미만
53363434,20251208,충청북도,괴산군,20250912,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 성인(막내 대학),자영업,300만원 미만
53363672,20251208,부산시,모름,20251106,3박 4일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,500~700만원 미만
53363827,20251208,강원도,속초시,20251017,2박 3일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53363926,20251208,경상북도,경주시,20251129,1박 2일,2명,배우자,,,,,,쇼핑,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,500~700만원 미만
53364019,20251208,서울시,모름,20250902,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름
53364048,20251208,울산시,모름,20251101,2박 3일,2명,친구,,,,,,쇼핑,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300~500만원 미만
53364110,20251208,충청북도,제천시,20250923,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53364196,20251208,전라북도,남원시,20251108,1박 2일,2명,배우자,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300만원 미만
53364383,20251208,전라남도,영암군,20251108,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53364580,20251208,인천시,모름,20250920,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만
53364848,20251208,강원도,강릉시,20251203,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53365077,20251208,충청남도,서천군,20251128,2박 3일,2명,연인,,,,,,휴식,M,30대,미혼,미혼,기타/무직,모름
53365132,20251208,경기도,가평군,20251101,1박 2일,2명,배우자,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상
53365295,20251208,경상북도,경주시,20251108,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,모름
53365495,20251208,강원도,홍천군,20251206,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,신혼기(자녀 없음),전업주부,300~500만원 미만
53366491,20251208,충청남도,세종특별자치시,20250903,1박 2일,2명,배우자,,,,,,도시 경관 감상 (건축물/ 거리 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53366673,20251208,경기도,파주시,20251126,1박 2일,2명,연인,,,,,,쇼핑,F,20대,미혼,미혼,사무/기술직,500~700만원 미만
53366998,20251208,전라남도,신안군,20251001,1박 2일,혼자서,혼자서,,,,,,휴식,M,50대,미혼,미혼,기타/무직,모름
53367358,20251208,경기도,가평군,20251101,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53367364,20251208,전라남도,진도군,20251126,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,모름
53367392,20251208,전라북도,부안군,20250906,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,휴식,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53367776,20251208,전라남도,목포시/해남군,20250927,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만
53367812,20251208,강원도,강릉시,20251112,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
53368142,20251208,강원도,춘천시,20251018,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53368150,20251208,경상북도,구미시/영덕군/포항시,20251101,2박 3일,2명,배우자,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53368391,20251208,대전시,모름,20251026,1박 2일,2명,배우자,,,,,,축제-행사 참여,M,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53368464,20251208,경상북도,문경시/봉화군,20250912,2박 3일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53368588,20251208,광주시,모름,20251128,2박 3일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53369185,20251208,부산시,모름,20251003,2박 3일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,300만원 미만
53369765,20251208,경상북도,포항시,20251201,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300만원 미만
53369822,20251208,충청남도,보령시,20251011,2박 3일,혼자서,혼자서,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,모름
53369833,20251208,경상남도,거제시,20251004,1박 2일,5명 이상,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53369864,20251208,강원도,강릉시,20251128,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53370071,20251208,제주도,애월읍,20250918,3박 4일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,30대,기타,신혼기(자녀 없음),기능/숙련/일반작업직,300~500만원 미만
53370183,20251208,제주도,서귀포시(시내동),20251207,3박 4일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53370263,20251208,강원도,평창군,20251003,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,축제-행사 참여,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상
53370271,20251208,경상남도,거창군,20250926,5박 6일,2명,부모/형제/자녀 등 가족,,,,,,휴식,F,40대,미혼,미혼,기타/무직,모름
53370668,20251208,제주도,애월읍/한림읍,20250905,4박 5일,4명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,700만원 이상
53370911,20251208,전라남도,광양시,20251025,1박 2일,혼자서,혼자서,,,,,,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300만원 미만
53370921,20251208,경기도,포천시,20251125,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300만원 미만
53371286,20251208,경상북도,경주시,20251129,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만
53371342,20251208,경상북도,김천시/상주시,20251115,2박 3일,4명,친구,,,,,,휴식,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,모름
53371570,20251208,강원도,속초시,20251101,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,300~500만원 미만
53371626,20251208,강원도,강릉시/원주시/평창군,20251121,4박 5일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300만원 미만
53372258,20251208,경상남도,사천시,20251101,1박 2일,3명,친구,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),판매/서비스직,300만원 미만
53372427,20251208,서울시,모름,20251121,2박 3일,혼자서,혼자서,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,40대,미혼,미혼,기능/숙련/일반작업직,모름
53372521,20251208,강원도,강릉시,20250913,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,300~500만원 미만
53373031,20251208,울산시,모름,20250918,1박 2일,2명,친구,,,,,,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53373461,20251208,대구시,모름,20251122,1박 2일,2명,연인,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,모름
53373562,20251208,강원도,태백시,20250920,1박 2일,5명 이상,배우자,친구,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,모름
53373917,20251208,경상북도,포항시,20250905,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,300~500만원 미만
53374053,20251208,경상북도,문경시,20251122,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53374198,20251208,제주도,구좌읍/대정읍/서귀포시(시내동)/안덕면/애월읍/제주시(시내동)/조천읍,20251001,6박 7일 이상,2명,배우자,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53374609,20251208,울산시,모름,20251108,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300만원 미만
53374888,20251208,전라남도,광양시,20251111,2박 3일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,모름
53374910,20251208,대전시,모름,20251107,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53375055,20251208,전라남도,담양군,20251129,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,20대,기타,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300만원 미만
53376262,20251208,경상북도,영주시,20251104,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53376266,20251208,경기도,화성시,20251126,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53376684,20251208,강원도,강릉시/동해시/삼척시,20250905,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상
53377223,20251208,강원도,속초시,20250926,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름
53377243,20251208,경기도,화성시,20251003,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,사무/기술직,700만원 이상
53377342,20251208,전라남도,진도군,20251128,2박 3일,5명 이상,,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53377356,20251208,경기도,남양주시,20251127,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,500~700만원 미만
104100,20250512,충청남도,논산시/아산시,20250414,1박 2일,모름,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,모름
162194,20250512,경상북도,경주시,20250226,1박 2일,4명,친구,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
256669,20250512,부산시,모름,20250403,3박 4일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
277546,20250512,강원도,속초시,20250417,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,휴식,F,60대 이상,미혼,미혼,기타/무직,300만원 미만
283824,20250512,충청북도,제천시,20250503,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,사무/기술직,500~700만원 미만
350818,20250512,인천시,모름,20250419,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,판매/서비스직,모름
365477,20250512,전라북도,전주시,20250207,1박 2일,3명,친구,,,,,,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,기타/무직,모름
371135,20250512,경기도,양평군,20250222,1박 2일,2명,배우자,,,,,,휴식,M,30대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
38127,20250512,경상북도,문경시,20250301,1박 2일,2명,친구,,,,,,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,700만원 이상
388951,20250512,강원도,강릉시/고성군/양양군,20250215,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
390991,20250512,경기도,광주시,20250405,2박 3일,4명,친구,,,,,,놀이/테마공원-온천 등 즐기기,F,60대 이상,기타,자녀 독립(막내 결혼),전업주부,500~700만원 미만
399970,20250512,경기도,가평군,20250207,3박 4일,혼자서,혼자서,,,,,,휴식,M,30대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
401032,20250512,경기도,김포시,20250509,2박 3일,5명 이상,친구,,,,,,휴식,M,30대,미혼,미혼,기능/숙련/일반작업직,모름
405907,20250512,울산시,모름,20250405,1박 2일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
409990,20250512,제주도,구좌읍/서귀포시(시내동),20250416,5박 6일,4명,친구,,,,,,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만
411802,20250512,전라남도,여수시,20250427,3박 4일,혼자서,혼자서,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,사무/기술직,500~700만원 미만
416574,20250512,제주도,서귀포시(시내동)/성산읍/안덕면,20250426,4박 5일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
417866,20250512,강원도,고성군/양구군,20250409,6박 7일 이상,2명,배우자,,,,,,쇼핑,M,20대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
421003,20250512,서울시,모름,20250413,6박 7일 이상,3명,친구,,,,,,축제-행사 참여,M,30대,미혼,미혼,사무/기술직,모름
421282,20250512,경기도,김포시,20250205,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,대학/대학원생,300만원 미만
421488,20250512,대전시,모름,20250208,2박 3일,2명,연인,,,,,,휴식,F,20대,미혼,미혼,기타/무직,모름
422345,20250512,부산시,모름,20250502,3박 4일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,700만원 이상
423985,20250512,경기도,남양주시/양주시,20250401,4박 5일,2명,연인,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
425066,20250512,서울시,모름,20250404,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,20대,미혼,미혼,기타/무직,모름
425439,20250512,제주도,한림읍,20250401,3박 4일,2명,연인,,,,,,축제-행사 참여,M,20대,미혼,미혼,사무/기술직,300만원 미만
446972,20250512,전라남도,강진군/나주시/목포시/함평군,20250421,3박 4일,모름,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
450326,20250512,강원도,속초시,20250330,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만
452072,20250512,강원도,원주시,20250501,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
454310,20250512,경기도,가평군,20250206,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
455735,20250512,전라남도,순천시,20250329,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,20대,미혼,미혼,기타/무직,모름
458377,20250512,충청남도,태안군,20250426,1박 2일,2명,연인,,,,,,휴식,M,20대,미혼,미혼,대학/대학원생,700만원 이상
458571,20250512,경상북도,포항시,20250509,1박 2일,4명,친구,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,기능/숙련/일반작업직,모름
460300,20250512,강원도,속초시,20250501,2박 3일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,모름
467042,20250512,울산시,모름,20250401,3박 4일,혼자서,,,,,,,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,경영/관리/전문직,모름
471336,20250512,부산시,모름,20250405,1박 2일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,700만원 이상
