RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE,OVSEA_TOUR_TY_VALUE,DMSTC_STYLE_GROUP,OVSEA_STYLE_GROUP,HAS_DMSTC_EXP,HAS_OVSEA_EXP,TRAVEL_SCOPE,EXAMIN_QUARTER
53371074,202504,F,20대,대구광역시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53371107,202504,F,40대,대구광역시,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
53371137,202504,M,50대,경기도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53371189,202504,F,40대,강원도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53371355,202504,F,50대,대구광역시,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,2
53371379,202504,M,20대,서울특별시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,2
53371380,202504,F,30대,전라북도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53371419,202504,M,30대,대구광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53371428,202504,M,60대,경상남도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
53371793,202504,M,30대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53371883,202504,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53371895,202504,M,40대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53371939,202504,M,40대,서울특별시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372045,202504,M,30대,서울특별시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372124,202504,F,40대,대전광역시,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
53372186,202504,M,60대,경기도,700만원 이상,단체 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,2
53372189,202504,M,50대,서울특별시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372195,202504,M,60대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372218,202504,M,50대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372271,202504,M,60대,대전광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372307,202504,F,20대,대전광역시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53372314,202504,F,20대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53372359,202504,F,50대,대구광역시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
53372380,202504,M,50대,서울특별시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372386,202504,M,30대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53372400,202504,M,40대,대구광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372404,202504,F,30대,충청북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372426,202504,M,60대,인천광역시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53372433,202504,F,20대,충청남도(세종시 포함),모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372521,202504,M,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372596,202504,F,30대,부산광역시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53372631,202504,M,20대,인천광역시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53372689,202504,F,40대,경상남도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372711,202504,M,40대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372765,202504,M,40대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372892,202504,M,30대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53372938,202504,M,50대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373069,202504,M,30대,부산광역시,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373096,202504,M,50대,경기도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53373196,202504,F,30대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373286,202504,F,30대,전라북도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373305,202504,F,30대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373324,202504,M,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373349,202504,M,30대,대구광역시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373364,202504,F,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373416,202504,M,30대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373437,202504,M,50대,강원도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373477,202504,F,20대,충청북도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373562,202504,M,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373608,202504,F,60대,전라북도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53373741,202504,F,20대,충청북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373772,202504,F,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53373941,202504,F,50대,강원도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374084,202504,M,60대,광주광역시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374134,202504,M,40대,울산광역시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53374179,202504,M,50대,경기도,300이상500만원 미만,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,2
53374213,202504,F,60대,경기도,700만원 이상,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
53374270,202504,F,60대,서울특별시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53374331,202504,M,50대,부산광역시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53374337,202504,M,20대,부산광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374387,202504,M,50대,전라북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374416,202504,F,40대,충청남도(세종시 포함),모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53374433,202504,M,40대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374474,202504,F,60대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374490,202504,M,50대,인천광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374540,202504,F,40대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53374654,202504,M,40대,광주광역시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53374655,202504,M,40대,제주도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53374827,202504,F,20대,광주광역시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53374951,202504,F,50대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53374970,202504,M,30대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375095,202504,M,20대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375164,202504,M,40대,울산광역시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53375303,202504,M,40대,서울특별시,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53375358,202504,F,40대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375397,202504,M,60대,서울특별시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53375444,202504,F,50대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375446,202504,M,30대,서울특별시,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
53375464,202504,M,50대,강원도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375480,202504,F,60대,서울특별시,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53375485,202504,M,60대,경상남도,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
53375520,202504,F,20대,충청남도(세종시 포함),모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53375526,202504,F,20대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53375607,202504,M,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53375907,202504,F,40대,경상북도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53375970,202504,F,60대,인천광역시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376074,202504,M,40대,경기도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376164,202504,F,40대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376257,202504,M,60대,경기도,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
53376266,202504,M,50대,경기도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376317,202504,F,20대,충청북도,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
53376428,202504,F,40대,대구광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376443,202504,F,50대,경기도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,2
53376483,202504,F,60대,강원도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53376586,202504,F,20대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376699,202504,M,50대,경기도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376744,202504,M,40대,부산광역시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376788,202504,F,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376809,202504,M,60대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376834,202504,M,30대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53376850,202504,M,50대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376857,202504,M,50대,대구광역시,300이상500만원 미만,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,2
53376859,202504,F,60대,경상남도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376885,202504,M,60대,경상북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53376914,202504,F,40대,대구광역시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53377004,202504,F,50대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53377048,202504,M,50대,경상남도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53377104,202504,M,40대,경기도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53377120,202504,M,30대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
53377174,202504,F,60대,부산광역시,300이상500만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
53377216,202504,M,40대,전라북도,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
53377246,202504,M,40대,강원도,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53377393,202504,F,50대,대구광역시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
53377442,202504,F,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
34346,202505,F,60대,대구광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
36418,202505,M,60대,경기도,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
36858,202505,M,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
37301,202505,F,60대,대구광역시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
38127,202505,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
52881,202505,F,50대,전라남도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
69800,202505,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
70004,202505,F,60대,대구광역시,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
70732,202505,F,60대,경상북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
90116,202505,M,30대,경상남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
104100,202505,F,60대,경상북도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
130808,202505,F,60대,강원도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
149141,202505,F,60대,강원도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
151887,202505,M,30대,경상남도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
152252,202505,F,60대,대구광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
152815,202505,F,60대,대구광역시,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
153748,202505,M,30대,강원도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
155350,202505,F,60대,경상북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
161621,202505,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
162194,202505,F,60대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
166369,202505,F,60대,서울특별시,500이상700만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
178870,202505,F,60대,대구광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
178921,202505,F,60대,대전광역시,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
186747,202505,M,60대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
199083,202505,M,30대,강원도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
201565,202505,M,30대,경상북도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
205030,202505,F,60대,울산광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
216319,202505,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
223940,202505,F,60대,경상남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
226141,202505,F,60대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
240062,202505,M,20대,경기도,300이상500만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
249112,202505,M,30대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
249939,202505,F,60대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
250294,202505,M,20대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
256669,202505,F,60대,서울특별시,300이상500만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
265911,202505,M,30대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
271817,202505,F,20대,전라북도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
277546,202505,F,60대,서울특별시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
283824,202505,F,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
287361,202505,M,20대,서울특별시,500이상700만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
299685,202505,F,60대,경상북도,모름,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
304325,202505,M,60대,대구광역시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
309319,202505,F,60대,경상북도,300이상500만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
317488,202505,M,30대,강원도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
321410,202505,F,20대,경상북도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
323309,202505,F,30대,충청남도(세종시 포함),300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
333301,202505,F,30대,경기도,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
335265,202505,F,20대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
335924,202505,M,30대,경상남도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
338256,202505,M,50대,강원도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
341174,202505,M,60대,경상북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
342868,202505,M,30대,경상남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
343698,202505,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
345419,202505,F,60대,전라북도,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
345612,202505,M,30대,경기도,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
347728,202505,F,20대,경상남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
348570,202505,F,50대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
350061,202505,F,20대,대구광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
350818,202505,F,20대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
351241,202505,F,20대,경기도,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
353496,202505,M,60대,경상북도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
359628,202505,M,30대,서울특별시,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
359722,202505,M,30대,전라남도,모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
360518,202505,M,20대,서울특별시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,2
361047,202505,M,60대,전라북도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
361055,202505,M,20대,경기도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
361162,202505,M,20대,서울특별시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
362394,202505,F,60대,광주광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
363345,202505,M,30대,경상남도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
363634,202505,F,60대,전라북도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
363998,202505,F,60대,경상북도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
365477,202505,F,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
365627,202505,F,20대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
366142,202505,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
366204,202505,M,30대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
366312,202505,F,60대,경상북도,300만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
366631,202505,M,20대,충청북도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
366783,202505,M,20대,경상남도,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,2
366813,202505,M,20대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
367209,202505,M,20대,서울특별시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,2
369607,202505,F,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
369661,202505,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
369808,202505,M,30대,전라남도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
371135,202505,M,30대,경기도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
376323,202505,M,30대,충청북도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
379767,202505,M,20대,서울특별시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
380643,202505,F,60대,경상북도,모름,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
380778,202505,F,20대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
381156,202505,F,20대,경상북도,모름,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
382400,202505,M,30대,제주도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
386474,202505,F,60대,강원도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
387334,202505,F,60대,대구광역시,300이상500만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
388951,202505,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
390991,202505,F,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
391363,202505,M,30대,인천광역시,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
391509,202505,M,30대,대전광역시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
391895,202505,M,30대,경상북도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
392613,202505,M,40대,강원도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
393673,202505,F,60대,강원도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
394123,202505,F,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
394145,202505,M,50대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
394153,202505,M,20대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
396387,202505,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
396415,202505,F,60대,강원도,500이상700만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,2
397385,202505,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
399199,202505,F,60대,경상북도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,2
399970,202505,M,30대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
401032,202505,M,30대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,2
401582,202505,M,30대,광주광역시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
405907,202505,F,60대,서울특별시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,2
406530,202505,F,60대,서울특별시,모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,2
