RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TRIP_DAYS,TOTAL_EXP_MID_MANWON,TRAVEL_STYLE_GROUP,TRAVEL_MONTH,IS_PEAK_SEASON
53351322,20251222,강원도,20251129,1박 2일,5명 이상,친구,휴식,M,20대,미혼,미혼,사무/기술직,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,11,False
53351329,20250609,부산시,20250301,2박 3일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),F,30대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,3.0,45,홀로여행,3,False
53351329,20251117,전라북도,20251010,2박 3일,3명,친구,역사-유적 감상 (유적지/ 박물관 등),M,30대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,3.0,45,소규모 동반,10,False
53351332,20250310,서울시,20250128,2박 3일,4명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,3.0,45,단체 동반,1,False
53351332,20251020,전라북도,20250726,1박 2일,5명 이상,친구,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,10~20만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,7,True
53351341,20250721,경상북도,20250524,1박 2일,2명,배우자,친지/친구/친척 만나기,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,30~40만원 미만,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,2.0,35,소규모 동반,5,True
53351342,20250623,제주도,20250512,2박 3일,5명 이상,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,7~10만원 미만,1만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,3.0,25,단체 동반,5,True
53351342,20250908,전라남도,20250630,1박 2일,3명,친구,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,6,True
53351343,20250331,전라북도,20250221,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,3.0,35,홀로여행,2,False
53351343,20260105,충청북도,20251220,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,12,False
53351351,20250616,경상남도,20250503,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,3.0,45,소규모 동반,5,True
53351351,20250922,경상남도,20250815,2박 3일,4명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,1만원 미만,10만원 이상,5~7만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,3.0,35,단체 동반,8,True
53351355,20250616,전라남도,20250614,1박 2일,4명,친구,친지/친구/친척 만나기,F,30대,미혼,미혼,기타/무직,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,6,True
53351356,20250623,전라남도,20250503,4박 5일,5명 이상,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,10~20만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,5.0,15,단체 동반,5,True
53351356,20251006,경기도,20250907,3박 4일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,5,단체 동반,9,False
53351371,20250616,서울시,20250419,1박 2일,3명,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,5~7만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
53351371,20251222,서울시,20251206,1박 2일,3명,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,10만원 이상,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,12,False
53351378,20251208,부산시,20251123,1박 2일,2명,배우자,쇼핑,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,2.0,45,소규모 동반,11,False
53351395,20251006,경상북도,20250830,1박 2일,2명,직장동료,놀이/테마공원-온천 등 즐기기,F,30대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,15,소규모 동반,8,True
53351397,20250303,대전시,20250226,1박 2일,2명,친구,쇼핑,F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,2,False
53351397,20250616,대전시,20250312,1박 2일,2명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,3~5만원 미만,1~3만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
53351399,20250428,제주도,20250105,3박 4일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성장(막내 중고생),전업주부,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,4.0,35,소규모 동반,1,False
53351409,20250303,강원도,20250104,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,경영/관리/전문직,20~30만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,2.0,25,단체 동반,1,False
53351409,20250602,강원도,20250301,1박 2일,2명,친구,휴식,F,20대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
53351412,20250804,강원도,20250503,2박 3일,3명,배우자,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,3.0,35,소규모 동반,5,True
53351431,20250623,전라북도,20250421,1박 2일,2명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,1~3만원 미만,10만원 이상,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,4,False
53351438,20250407,경상남도,20250328,1박 2일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,25,홀로여행,3,False
53351438,20251208,강원도,20251205,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3.0,45,소규모 동반,12,False
53351453,20250707,전라남도,20250425,2박 3일,2명,배우자,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,1만원 미만,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,3.0,45,소규모 동반,4,False
53351455,20250407,부산시,20250123,2박 3일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,1,False
53351455,20250721,강원도,20250621,1박 2일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,6,True
53351455,20251027,강원도,20250913,1박 2일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,10~20만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,9,False
53351478,20250310,강원도,20250222,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,3.0,35,소규모 동반,2,False
53351484,20250407,대전시,20250322,2박 3일,3명,직장동료,문화-예술 즐기기 (미술관/ 공연 등),M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,30~40만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,3.0,35,소규모 동반,3,False
53351484,20251117,충청남도,20251018,2박 3일,2명,부모/형제/자녀 등 가족,축제-행사 참여,M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,10,False
53351493,20250317,경상북도,20250202,모름,3명,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,20~30만원 미만,5~7만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,,25,소규모 동반,2,False
53351493,20250929,경상북도,20250808,3박 4일,3명,부모/형제/자녀 등 가족,축제-행사 참여,M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,25,소규모 동반,8,True
53351497,20250512,경기도,20250221,1박 2일,3명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,10~20만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,2.0,15,소규모 동반,2,False
53351500,20250602,전라남도,20250316,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,40대,미혼,미혼,판매/서비스직,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,5,소규모 동반,3,False
53351513,20250901,강원도,20250807,2박 3일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,단체 동반,8,True
53351536,20250804,강원도,20250523,3박 4일,4명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,25,단체 동반,5,True
53351536,20250901,강원도,20250614,2박 3일,4명,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,6,True
53351536,20251006,강원도,20250724,3박 4일,4명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,4.0,25,단체 동반,7,True
53351536,20251110,강원도,20250920,2박 3일,4명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,9,False
53351537,20250623,강원도,20250512,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,15,소규모 동반,5,True
53351537,20251103,강원도,20251013,2박 3일,2명,배우자,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,3.0,45,소규모 동반,10,False
53351547,20251020,충청북도,20251008,2박 3일,2명,연인,자연 풍경 감상 (산/ 바다 등),F,50대,미혼,미혼,사무/기술직,10~20만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,15,소규모 동반,10,False
53351550,20250818,전라남도,20250504,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,2.0,15,소규모 동반,5,True
53351565,20250428,경상북도,20250404,2박 3일,5명 이상,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성장(막내 중고생),자영업,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3.0,25,단체 동반,4,False
53351565,20250908,경상북도,20250815,2박 3일,5명 이상,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성인(막내 대학),자영업,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3.0,25,단체 동반,8,True
53351588,20250317,경상남도,20250201,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,2,False
53351588,20250707,경상남도,20250606,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,1만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,2.0,25,소규모 동반,6,True
53351606,20250407,부산시,20250115,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,1,False
53351606,20250630,강원도,20250423,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,4,False
53351606,20250915,강원도,20250705,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
53351606,20251201,부산시,20251111,3박 4일,3명,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,15,소규모 동반,11,False
53351614,20250303,경상북도,20250208,2박 3일,3명,배우자,친지/친구/친척 만나기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,5,소규모 동반,2,False
53351625,20251110,제주도,20250908,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,1만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,4.0,45,소규모 동반,9,False
53351630,20251201,경상북도,20251112,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,10만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,5,소규모 동반,11,False
53351639,20250519,경기도,20250301,1박 2일,2명,부모/형제/자녀 등 가족,휴식,M,40대,기타,자녀 성장(막내 중고생),판매/서비스직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
53351640,20250630,부산시,20250609,2박 3일,4명,친구,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성장(막내 중고생),자영업,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,10만원 이상,3.0,45,단체 동반,6,True
53351640,20251222,부산시,20251101,2박 3일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성장(막내 중고생),자영업,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,3.0,45,소규모 동반,11,False
53351642,20250317,경기도,20250127,4박 5일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,5~7만원 미만,5.0,35,소규모 동반,1,False
53351642,20251229,서울시,20251126,4박 5일,혼자서,혼자서,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,5.0,35,홀로여행,11,False
53351644,20250414,전라남도,20250221,2박 3일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,3.0,35,단체 동반,2,False
53351644,20251208,전라남도,20250904,3박 4일,5명 이상,부모/형제/자녀 등 가족,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,4.0,35,단체 동반,9,False
53351656,20250407,경상남도,20250117,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),자영업,10~20만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,4.0,15,소규모 동반,1,False
53351663,20250714,강원도,20250606,1박 2일,4명,친구,친지/친구/친척 만나기,M,60대 이상,기타,자녀 성인(막내 대학),기능/숙련/일반작업직,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,단체 동반,6,True
53351666,20250407,경기도,20250404,2박 3일,4명,배우자,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,15,단체 동반,4,False
53351666,20250630,경기도,20250606,2박 3일,4명,배우자,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,5,단체 동반,6,True
53351669,20250929,강원도,20250606,2박 3일,2명,배우자,휴식,M,40대,기혼,자녀 성인(막내 대학),경영/관리/전문직,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,3.0,15,소규모 동반,6,True
53351675,20251117,강원도,20251025,1박 2일,5명 이상,친구,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기타,자녀 독립(막내 결혼),기능/숙련/일반작업직,10~20만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,10,False
53351680,20250915,강원도,20250808,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,2.0,15,소규모 동반,8,True
53351690,20250512,강원도,20250503,2박 3일,5명 이상,배우자,축제-행사 참여,F,40대,기혼,신혼기(자녀 없음),전업주부,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,단체 동반,5,True
53351690,20250804,충청남도,20250719,1박 2일,2명,배우자,축제-행사 참여,F,40대,기혼,신혼기(자녀 없음),전업주부,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,7,True
53351733,20250915,대전시,20250728,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,7,True
53351736,20250707,강원도,20250414,3박 4일,5명 이상,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,50대,기혼,자녀 성인(막내 대학),자영업,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,4.0,45,단체 동반,4,False
53351736,20251013,전라남도,20250920,2박 3일,5명 이상,직장동료,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,1만원 미만,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,3.0,45,단체 동반,9,False
53351738,20250519,경상남도,20250207,2박 3일,5명 이상,배우자,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,3.0,25,단체 동반,2,False
53351738,20251201,부산시,20251108,1박 2일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,11,False
53351739,20250414,전라남도,20250412,1박 2일,4명,친구,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,3~5만원 미만,3~5만원 미만,5~7만원 미만,2.0,35,단체 동반,4,False
53351739,20250915,경상북도,20250801,1박 2일,5명 이상,배우자,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,20~30만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,2.0,25,단체 동반,8,True
53351759,20250901,강원도,20250609,1박 2일,4명,배우자,놀이/테마공원-온천 등 즐기기,F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,15,단체 동반,6,True
53351759,20251222,강원도,20251115,1박 2일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,5,단체 동반,11,False
53351793,20250609,서울시,20250530,1박 2일,3명,친구,휴식,F,20대,미혼,미혼,사무/기술직,20~30만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,2.0,25,소규모 동반,5,True
53351793,20250922,서울시,20250802,3박 4일,2명,친구,휴식,F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,4.0,45,소규모 동반,8,True
53351817,20250407,경상북도,20250116,4박 5일,3명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,1만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5.0,25,소규모 동반,1,False
53351817,20251006,전라남도,20250725,2박 3일,2명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,3.0,35,소규모 동반,7,True
53351818,20250623,전라남도,20250530,2박 3일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,20~30만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3.0,25,단체 동반,5,True
53351822,20250421,서울시,20250322,1박 2일,5명 이상,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,10~20만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,3,False
