RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TRIP_DAYS,TOTAL_EXP_MID_MANWON,TRAVEL_STYLE_GROUP,TRAVEL_MONTH,IS_PEAK_SEASON
469666,20251027,부산시,20250709,1박 2일,혼자서,혼자서,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,2.0,35,홀로여행,7,True
469886,20250505,강원도,20250301,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,판매/서비스직,40만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,45,단체 동반,3,False
469944,20250721,서울시,20250605,3박 4일,2명,부모/형제/자녀 등 가족,쇼핑,M,20대,미혼,미혼,판매/서비스직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,4.0,5,소규모 동반,6,True
469944,20251013,광주시,20250901,모름,2명,친구,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기능/숙련/일반작업직,10~20만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,,15,소규모 동반,9,False
470126,20250519,강원도,20250206,1박 2일,2명,배우자,친지/친구/친척 만나기,F,20대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,2.0,15,소규모 동반,2,False
470126,20250915,부산시,20250804,4박 5일,2명,배우자,도시 경관 감상 (건축물/ 거리 등),F,20대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,30~40만원 미만,10만원 이상,7~10만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,5.0,35,소규모 동반,8,True
470250,20250324,강원도,20250201,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,2,False
470250,20250630,대전시,20250501,6박 7일 이상,4명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,7.0,45,단체 동반,5,True
470487,20250707,충청북도,20250504,2박 3일,5명 이상,부모/형제/자녀 등 가족,휴식,F,20대,미혼,미혼,기타/무직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,단체 동반,5,True
470528,20250310,강원도,20250301,1박 2일,2명,배우자,휴식,M,20대,기혼,신혼기(자녀 없음),대학/대학원생,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
470528,20250505,경기도,20250419,1박 2일,2명,배우자,휴식,M,20대,기혼,신혼기(자녀 없음),대학/대학원생,10~20만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
470666,20250721,서울시,20250424,1박 2일,2명,배우자,문화-예술 즐기기 (미술관/ 공연 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,2.0,25,소규모 동반,4,False
470788,20250915,서울시,20250912,2박 3일,혼자서,혼자서,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,1만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3.0,15,홀로여행,9,False
470843,20251020,대구시,20250903,1박 2일,2명,미상,휴식,M,20대,미혼,미혼,기타/무직,10~20만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
471195,20251117,서울시,20251010,6박 7일 이상,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,자영업,30~40만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,7.0,35,소규모 동반,10,False
471195,20251229,경상북도,20251212,6박 7일 이상,2명,연인,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,자영업,40만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,7.0,45,소규모 동반,12,False
471323,20250714,부산시,20250617,3박 4일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,기타/무직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,5~7만원 미만,4.0,45,홀로여행,6,True
471323,20251027,경상북도,20251014,3박 4일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,40만원 이상,10만원 이상,10만원 이상,3~5만원 미만,10만원 이상,5~7만원 미만,1만원 미만,4.0,45,홀로여행,10,False
471334,20250127,전라북도,20250118,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,2.0,15,단체 동반,1,False
471336,20250512,부산시,20250405,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,45,홀로여행,4,False
471575,20250818,전라북도,20250808,6박 7일 이상,혼자서,혼자서,친지/친구/친척 만나기,F,20대,미혼,미혼,기타/무직,10만원 미만,1만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,7.0,5,홀로여행,8,True
471994,20250519,강원도,20250425,2박 3일,4명,부모/형제/자녀 등 가족,축제-행사 참여,M,20대,미혼,미혼,사무/기술직,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,3.0,15,단체 동반,4,False
471994,20250825,강원도,20250725,2박 3일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3.0,35,홀로여행,7,True
471994,20251117,경상북도,20251015,1박 2일,2명,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기능/숙련/일반작업직,10~20만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,10,False
472057,20250414,부산시,20250304,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,홀로여행,3,False
472057,20250908,경상북도,20250821,1박 2일,2명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,8,True
472184,20250324,서울시,20250201,1박 2일,3명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,2,False
472579,20250505,경상북도,20250213,모름,2명,연인,친지/친구/친척 만나기,F,20대,미혼,미혼,자영업,40만원 이상,10만원 이상,1만원 미만,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,,45,소규모 동반,2,False
472579,20251020,경기도,20250712,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,40만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,2.0,45,홀로여행,7,True
472833,20250519,경상남도,20250509,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,F,20대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,3.0,15,홀로여행,5,True
473025,20250707,제주도,20250614,4박 5일,2명,연인,취미-운동 활동 (등산/ 낚시/ 골프 등),F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,5.0,45,소규모 동반,6,True
473330,20250505,대구시,20250208,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,2.0,25,단체 동반,2,False
473330,20250707,경기도,20250614,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,2.0,25,단체 동반,6,True
473330,20250908,경상남도,20250731,2박 3일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,단체 동반,7,True
473485,20250512,강원도,20250301,1박 2일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,10만원 이상,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,2.0,35,홀로여행,3,False
473485,20250714,강원도,20250605,3박 4일,3명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,4.0,35,소규모 동반,6,True
473485,20250915,강원도,20250814,3박 4일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,10만원 이상,7~10만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,4.0,35,홀로여행,8,True
473485,20251103,강원도,20251003,2박 3일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,3.0,35,홀로여행,10,False
473490,20250324,경기도,20250315,1박 2일,혼자서,혼자서,휴식,M,30대,미혼,미혼,기타/무직,10~20만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,홀로여행,3,False
473490,20250728,강원도,20250607,1박 2일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,30대,미혼,미혼,기타/무직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,6,True
473496,20250331,제주도,20250326,2박 3일,2명,직장동료,기타,M,20대,미혼,미혼,사무/기술직,40만원 이상,1만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,10만원 이상,3.0,45,소규모 동반,3,False
473544,20250331,충청남도,20250110,1박 2일,3명,친구,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,1,False
473544,20250922,강원도,20250809,2박 3일,3명,친구,휴식,M,20대,미혼,미혼,사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,8,True
473568,20250428,충청북도,20250305,1박 2일,2명,연인,휴식,M,60대 이상,기타,신혼기(자녀 없음),사무/기술직,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
473682,20250630,대전시,20250625,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),M,20대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,15,소규모 동반,6,True
473682,20250825,강원도,20250706,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),M,20대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,3.0,25,소규모 동반,7,True
473682,20251013,강원도,20250720,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),M,20대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,7,True
473694,20250721,전라남도,20250704,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),M,30대,기혼,신혼기(자녀 없음),기능/숙련/일반작업직,20~30만원 미만,10만원 이상,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,7,True
473694,20251110,대구시,20250830,1박 2일,2명,배우자,휴식,M,30대,기혼,신혼기(자녀 없음),기능/숙련/일반작업직,10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,소규모 동반,8,True
474867,20250310,서울시,20250225,1박 2일,3명,배우자,휴식,M,20대,기혼,신혼기(자녀 없음),경영/관리/전문직,30~40만원 미만,1만원 미만,10만원 이상,1~3만원 미만,10만원 이상,3~5만원 미만,1만원 미만,2.0,35,소규모 동반,2,False
474867,20250714,강원도,20250523,2박 3일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,5~7만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3.0,25,단체 동반,5,True
474891,20250519,부산시,20250501,4박 5일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5.0,45,소규모 동반,5,True
474891,20251124,서울시,20251003,3박 4일,2명,연인,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,4.0,45,소규모 동반,10,False
474896,20250317,서울시,20250215,1박 2일,2명,연인,휴식,F,20대,미혼,미혼,기타/무직,30~40만원 미만,10만원 이상,10만원 이상,1~3만원 미만,3~5만원 미만,7~10만원 미만,1만원 미만,2.0,35,소규모 동반,2,False
474900,20250818,대전시,20250707,1박 2일,2명,친구,친지/친구/친척 만나기,F,20대,미혼,미혼,기타/무직,10만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,5,소규모 동반,7,True
474900,20251117,서울시,20251013,2박 3일,2명,친구,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,기타/무직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,5,소규모 동반,10,False
474908,20250421,대전시,20250419,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,4,False
474914,20251222,강원도,20251108,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,기타/무직,10~20만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,3.0,15,단체 동반,11,False
474962,20250707,대전시,20250614,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기타/무직,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,6,True
474962,20250908,광주시,20250905,1박 2일,2명,연인,친지/친구/친척 만나기,M,20대,미혼,미혼,기타/무직,10~20만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,5~7만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
