RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_TOT_CT_VALUE_NUM,TOUR_LDGMNT_CT_VALUE_NUM,TOUR_FOOD_CT_VALUE_NUM,TOUR_TRNSPORT_CT_VALUE_NUM,TOUR_SHOPNG_CT_VALUE_NUM,TOUR_ACTVTY_CT_VALUE_NUM,TOUR_ETC_CT_VALUE_NUM,TOUR_PD_VALUE_NUM,TOUR_COM_NMPR_NM_NUM,TRAVEL_MONTH,IS_PEAK_SEASON,TOTAL_EXP_ESTIMATED,TRAVEL_STYLE_GROUP
53337796,20250707,전라북도,완주군,20250628,1박 2일,3명,배우자,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10~20만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,8.5,2.0,0.5,0.5,2.0,0.5,2.0,3.0,6,True,14.0,소규모동반
53337797,20250414,강원도,강릉시,20250103,2박 3일,4명,직장동료,축제-행사 참여,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,300~500만원 미만,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,25.0,11.5,6.0,6.0,0.5,6.0,0.5,3.0,4.0,1,False,30.5,단체동반
53337797,20250901,경상북도,울릉군,20250609,4박 5일,5명 이상,직장동료,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,11.5,11.5,0.5,5.0,5.0,6,True,58.0,단체동반
53337800,20250331,제주도,서귀포시(시내동)/애월읍/한림읍,20250214,2박 3일,3명,부모/형제/자녀 등 가족,휴식,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,11.5,11.5,0.5,3.0,3.0,2,False,58.0,소규모동반
53337800,20250616,전라북도,군산시/전주시,20250314,2박 3일,4명,부모/형제/자녀 등 가족,휴식,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,500~700만원 미만,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,35.0,11.5,11.5,4.0,6.0,2.0,0.5,3.0,4.0,3,False,35.5,단체동반
53337800,20250922,서울시,모름,20250906,2박 3일,3명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,6.0,11.5,0.5,3.0,3.0,9,True,52.5,소규모동반
53337800,20251229,전라남도,함평군,20251128,2박 3일,4명,부모/형제/자녀 등 가족,축제-행사 참여,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,500~700만원 미만,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,35.0,11.5,11.5,4.0,4.0,4.0,0.5,3.0,4.0,11,False,35.5,단체동반
53337804,20251215,경상북도,경주시,20251115,1박 2일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,모름,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1~3만원 미만,15.0,6.0,6.0,0.5,0.5,0.5,2.0,2.0,5.0,11,False,15.5,단체동반
53337805,20250623,서울시,모름,20250407,3박 4일,2명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,20대,미혼,미혼,대학/대학원생,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,45.0,11.5,11.5,11.5,6.0,6.0,0.5,4.0,2.0,4,False,47.0,소규모동반
53337805,20251020,제주도,애월읍/제주시(시내동),20250725,2박 3일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,모름,30~40만원 미만,10만원 이상,7~10만원 미만,7~10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,35.0,11.5,8.5,8.5,2.0,4.0,0.5,3.0,2.0,7,True,35.0,소규모동반
53337816,20250623,전라남도,화순군,20250526,3박 4일,3명,부모/형제/자녀 등 가족,휴식,F,20대,미혼,미혼,기타/무직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,3.0,5,True,0.0,소규모동반
53337816,20251124,전라남도,보성군,20250804,모름,3명,부모/형제/자녀 등 가족,휴식,F,20대,미혼,미혼,기타/무직,300~500만원 미만,20~30만원 미만,7~10만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,8.5,11.5,4.0,2.0,0.5,0.5,,3.0,8,True,27.0,소규모동반
53337819,20250414,강원도,원주시,20250322,1박 2일,2명,연인,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,6.0,4.0,0.5,2.0,0.5,2.0,2.0,3,False,13.5,소규모동반
53337819,20250630,강원도,원주시,20250628,1박 2일,5명 이상,연인,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,10~20만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,4.0,4.0,0.5,0.5,0.5,2.0,5.0,6,True,15.5,단체동반
53337819,20251027,강원도,원주시,20251018,1박 2일,5명 이상,친구,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,300~500만원 미만,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,0.5,4.0,2.0,0.5,0.5,0.5,2.0,5.0,10,False,8.0,단체동반
53337821,20250811,대전시,모름,20250730,2박 3일,2명,연인,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,300만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,25.0,6.0,6.0,6.0,2.0,2.0,0.5,3.0,2.0,7,True,22.5,소규모동반
53337821,20251117,대전시,모름,20250801,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,모름,20~30만원 미만,5~7만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,25.0,6.0,8.5,4.0,4.0,6.0,0.5,3.0,2.0,8,True,29.0,소규모동반
53337824,20250825,울산시,모름,20250731,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,15.0,0.5,6.0,6.0,2.0,4.0,0.5,2.0,1.0,7,True,19.0,혼자여행
53337825,20250512,서울시,모름,20250425,1박 2일,4명,연인,도시 경관 감상 (건축물/ 거리 등),F,20대,미혼,미혼,기타/무직,모름,10~20만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,15.0,2.0,4.0,4.0,2.0,0.5,0.5,2.0,4.0,4,False,13.0,단체동반
53337825,20250818,경기도,화성시,20250730,1박 2일,2명,연인,친지/친구/친척 만나기,F,20대,미혼,미혼,기타/무직,300~500만원 미만,10만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,5.0,0.5,2.0,4.0,2.0,0.5,0.5,2.0,2.0,7,True,9.5,소규모동반
53337832,20250519,강원도,강릉시/고성군/속초시,20250412,1박 2일,5명 이상,배우자,휴식,M,50대,기혼,자녀 성인(막내 대학),판매/서비스직,500~700만원 미만,10~20만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,11.5,0.5,0.5,0.5,0.5,2.0,5.0,4,False,19.5,단체동반
53337832,20251103,강원도,평창군,20251011,1박 2일,3명,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,15.0,6.0,4.0,2.0,0.5,0.5,2.0,2.0,3.0,10,False,15.0,소규모동반
53337833,20251110,부산시,모름,20250801,2박 3일,혼자서,혼자서,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,판매/서비스직,모름,20~30만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,6.0,4.0,0.5,0.5,0.5,3.0,1.0,8,True,23.0,혼자여행
53337835,20250407,전라북도,전주시,20250322,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,15.0,6.0,2.0,2.0,4.0,4.0,0.5,2.0,2.0,3,False,18.5,소규모동반
53337835,20250630,경기도,파주시,20250606,1박 2일,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,모름,20~30만원 미만,1만원 미만,5~7만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,25.0,0.5,6.0,4.0,8.5,6.0,0.5,2.0,3.0,6,True,25.5,소규모동반
53337835,20251110,경기도,고양시/파주시,20251009,1박 2일,3명,부모/형제/자녀 등 가족,축제-행사 참여,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,10만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,5.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,3.0,10,False,7.5,소규모동반
53337837,20250901,경상북도,포항시,20250816,1박 2일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,기타/무직,500~700만원 미만,10~20만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,15.0,4.0,2.0,4.0,2.0,0.5,0.5,2.0,5.0,8,True,13.0,단체동반
53337852,20260105,제주도,서귀포시(시내동)/성산읍/안덕면/애월읍/제주시(시내동)/조천읍/표선면/한경면/한림읍,20251104,모름,2명,부모/형제/자녀 등 가족,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,45.0,11.5,11.5,11.5,11.5,4.0,0.5,,2.0,11,False,50.5,소규모동반
53337853,20250505,부산시,모름,20250426,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 독립(막내 결혼),판매/서비스직,300~500만원 미만,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,4.0,11.5,2.0,6.0,0.5,0.5,2.0,5.0,4,False,24.5,단체동반
53337855,20251103,부산시,모름,20250801,3박 4일,4명,배우자,휴식,M,40대,기혼,신혼기(자녀 없음),자영업,300만원 미만,30~40만원 미만,1~3만원 미만,5~7만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1~3만원 미만,35.0,2.0,6.0,11.5,11.5,2.0,2.0,4.0,4.0,8,True,35.0,단체동반
53337855,20250825,부산시,모름,20250804,2박 3일,4명,배우자,축제-행사 참여,M,40대,기혼,신혼기(자녀 없음),자영업,모름,30~40만원 미만,3~5만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,10만원 이상,35.0,4.0,0.5,0.5,11.5,0.5,11.5,3.0,4.0,8,True,28.5,단체동반
53337871,20251020,경기도,안산시,20250913,1박 2일,혼자서,혼자서,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,10만원 이상,25.0,0.5,11.5,0.5,0.5,0.5,11.5,2.0,1.0,9,True,25.0,혼자여행
53337873,20250407,대전시,모름,20250406,1박 2일,2명,연인,도시 경관 감상 (건축물/ 거리 등),F,40대,미혼,미혼,판매/서비스직,300~500만원 미만,10~20만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,8.5,0.5,0.5,0.5,0.5,2.0,2.0,4,False,19.0,소규모동반
53337879,20250414,전라남도,목포시,20250210,모름,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,40만원 이상,1만원 미만,10만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,45.0,0.5,11.5,0.5,11.5,11.5,0.5,,2.0,2,False,36.0,소규모동반
53337879,20251215,전라남도,목포시,20251008,3박 4일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,25.0,0.5,11.5,0.5,11.5,0.5,0.5,4.0,2.0,10,False,25.0,소규모동반
53337886,20250901,충청남도,공주시,20250815,1박 2일,2명,배우자,친지/친구/친척 만나기,F,40대,기혼,신혼기(자녀 없음),기타/무직,500~700만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,2.0,0.5,0.5,0.5,2.0,2.0,8,True,12.5,소규모동반
53337897,20250414,전라남도,순천시,20250301,2박 3일,혼자서,혼자서,놀이/테마공원-온천 등 즐기기,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,3,False,0.0,혼자여행
53337897,20250721,전라남도,순천시,20250606,6박 7일 이상,혼자서,혼자서,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,미혼,미혼,사무/기술직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,1.0,6,True,0.0,혼자여행
53337906,20250721,전라북도,군산시,20250502,3박 4일,4명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,4.0,5,True,0.0,단체동반
53337906,20251013,전라북도,군산시,20250906,1박 2일,4명,부모/형제/자녀 등 가족,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,4.0,9,True,0.0,단체동반
53337917,20250512,강원도,동해시,20250504,2박 3일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,15.0,6.0,4.0,2.0,0.5,2.0,4.0,3.0,4.0,5,True,18.5,단체동반
53337917,20250915,대전시,모름,20250816,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,모름,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,6.0,6.0,0.5,0.5,0.5,2.0,1.0,8,True,25.0,혼자여행
53337921,20250714,강원도,강릉시/동해시/삼척시,20250425,4박 5일,혼자서,혼자서,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,모름,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,35.0,0.5,11.5,11.5,0.5,0.5,0.5,5.0,1.0,4,False,25.0,혼자여행
53337934,20250127,제주도,서귀포시(시내동)/표선면,20250118,6박 7일 이상,4명,배우자,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,0.5,0.5,0.5,7.0,4.0,1,False,36.0,단체동반
53337934,20250512,인천시,모름,20250510,1박 2일,모름,친구,친지/친구/친척 만나기,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,11.5,0.5,0.5,0.5,0.5,2.0,,5,True,25.0,
53337934,20250825,강원도,속초시,20250718,2박 3일,2명,친구,친지/친구/친척 만나기,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,6.0,11.5,6.0,0.5,0.5,0.5,3.0,2.0,7,True,25.0,소규모동반
53337937,20250602,전라남도,장성군,20250503,2박 3일,모름,부모/형제/자녀 등 가족,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,,5,True,0.0,
53337943,20250526,강원도,속초시,20250329,1박 2일,3명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,45.0,11.5,11.5,11.5,6.0,6.0,0.5,2.0,3.0,3,False,47.0,소규모동반
53337944,20250818,경상북도,경주시,20250706,1박 2일,4명,부모/형제/자녀 등 가족,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,15.0,4.0,4.0,4.0,4.0,4.0,0.5,2.0,4.0,7,True,20.5,단체동반
53337944,20251124,경상남도,거제시,20250802,1박 2일,모름,친구,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,6.0,6.0,6.0,6.0,0.5,0.5,2.0,,8,True,25.0,
53337951,20250915,경기도,수원시,20250814,2박 3일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,6.0,6.0,0.5,0.5,0.5,3.0,2.0,8,True,14.0,소규모동반
53337951,20251222,부산시,모름,20251121,1박 2일,3명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,15.0,0.5,8.5,0.5,0.5,4.0,0.5,2.0,3.0,11,False,14.5,소규모동반
53337953,20251020,전라북도,완주군/전주시,20250815,1박 2일,5명 이상,부모/형제/자녀 등 가족,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,8,True,0.0,단체동반
53337954,20250414,경상남도,통영시,20250226,모름,4명,배우자,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,4.0,11.5,4.0,0.5,0.5,0.5,,4.0,2,False,21.0,단체동반
